formula,target
Eu7(Ga3Sb4)2,0.0
EuAgSb,1.0
EuAl2O4,0.0
EuAlO3,1.0
EuB(SbO4)2,0.0
EuBi3,1.0
EuBiW2O9,0.0
EuCd11,1.0
EuCo8P5,1.0
EuCu2SnS4,0.0
EuCu9Sn4,1.0
EuCuSeF,1.0
EuCuSeO,1.0
EuGe3Pt,1.0
EuH2,0.0
EuIn2(GeIr)4,0.0
EuN,0.0
EuO,0.0
EuPPt,1.0
EuPd,1.0
EuRhO3,1.0
EuS,0.0
EuSb4S7,0.0
EuScO3,1.0
EuSe,0.0
EuSeClO3,1.0
EuSn3,1.0
EuSnAu2,1.0
EuSnO3,1.0
EuTiClO3,1.0
EuTl,1.0
EuVO4,0.0
EuZn,1.0
Fe(PdSe)2,1.0
Fe10O9F11,1.0
Fe12As5,1.0
Fe2B(PO4)3,0.0
Fe2Cu(PO4)3,1.0
Fe2O2F3,1.0
Fe2S,1.0
Fe2Te3,0.0
Fe3B,1.0
Fe3N,1.0
Fe4H15(IO8)3,0.0
Fe4O7F,1.0
Fe4Si2Sn7O16,1.0
Fe6O7F5,1.0
Fe9Co7,1.0
FeAg3(CN)6,1.0
FeAgTe2,0.0
FeAs2O7,1.0
FeAsS,0.0
FeAsSe,0.0
FeBi(SeO3)3,0.0
FeBi25O39,0.0
FeCo2Si,1.0
FeCuS2,0.0
FeCuSe2,0.0
FeCuTe2,0.0
FeI2,0.0
FeOF,1.0
FeP,1.0
FePS,0.0
FeSi2,0.0
Ga0.001Te1Pb0.999,0.0
Ga0.005Te1Pb0.995,0.0
Ga0.04Te1Pb0.96,0.0
Ga0.07Te1Pb0.93,0.0
Ga0.95Hg0.05Sb0.95Te0.05,0.0
Ga1.001Sb0.999Se0.003,0.0
Ga1.001Sb0.999Te0.003,0.0
Ga1.002Sb0.998Se0.006,0.0
Ga1.002Sb0.998Te0.006,0.0
Ga1.005Sb0.995Se0.015,0.0
Ga1.005Sb0.995Te0.015,0.0
Ga1.01Cu0.99Se2.01,0.0
Ga1.01Sb0.99Se0.03,0.0
Ga1.01Sb0.99Te0.03,0.0
Ga1.02Sb0.98Se0.06,0.0
Ga1.02Sb0.98Te0.06,0.0
Ga1.05Sb0.95Se0.15,0.0
Ga1.05Sb0.95Te0.15,0.0
Ga1.1Cu0.9Se2.1,0.0
Ga1.1Sb0.9Se0.3,0.0
Ga1.1Sb0.9Te0.3,0.0
Ga1.2Cu0.8Se2.2,0.0
Ga1.5Cu0.5S2.5,0.0
Ga1.5Cu0.5Se2.5,0.0
Ga1.65Cu0.35S2.65,0.0
Ga1.6Cu0.4S2.6,0.0
Ga1.8Cu0.2Se2.8,0.0
Ga1.95Cu0.05S2.95,0.0
Ga1.95Cu0.05Se2.95,0.0
Ga1.99Cu0.01Se2.99,0.0
Ga1.9Cu0.1S2.9,0.0
Ga1As0.3P0.7,0.0
Ga1As0.7P0.3,0.0
Ga1As0.8P0.2,0.0
Ga1As0.99P0.01,0.0
Ga1As0.9P0.1,0.0
Ga1Sb0.01As0.99,0.0
Ga1Sb0.14As0.86,0.0
Ga1Sb0.25As0.75,0.0
Ga1Sb0.35As0.65,0.0
Ga1Sb0.3As0.7,0.0
Ga1Sb0.85As0.15,0.0
Ga1Sb0.8As0.2,0.0
Ga1Sb0.95As0.05,0.0
Ga1Sb0.99As0.01,0.0
Ga2(TeO3)3,0.0
Ga2Cu1S3.5,0.0
Ga2CuSe4,0.0
Ga2GeTe3,0.0
Ga2HgSe4,0.0
Ga2NiS4,1.0
Ga2PbS4,0.0
Ga2PbSe4,0.0
Ga2Se2O7,0.0
Ga2Si(AgS3)2,0.0
Ga2SiPbSe6,0.0
Ga2SnGeS6,0.0
Ga2Te3,0.0
Ga3CuSe5,0.0
Ga3CuTe5,0.0
Ga3Pt2,1.0
Ga3SiAg3Se8,0.0
Ga4PbS7,0.0
Ga4SnS7,0.0
Ga4SnSe7,0.0
Ga5Ge(PbS3)4,0.0
Ga5Pd13,1.0
Ga8Cu3Mo2,1.0
GaAgGe3Se8,0.0
GaAgO2,0.0
GaAgS2,0.0
GaAgSe2,0.0
GaAgTe2,0.0
GaAs,0.0
GaAs2W,1.0
GaBi,0.0
GaCuGeSe4,0.0
GaCuO2,0.0
GaCuS2,0.0
GaCuSe2,0.0
GaCuTe2,0.0
GaFeNi2,1.0
GaGeTe,0.0
GaHSeO4,0.0
GaN,0.0
GaP,0.0
GaS,0.0
GaSb,0.0
GaSe,0.0
GaSiAgSe4,0.0
GaSiRu2,1.0
GaTc,0.0
GaTc2W,1.0
GaTe,0.0
Gd(CuS)3,0.0
Gd(CuTe)3,0.0
Gd(InS2)3,0.0
Gd(NiGe)2,1.0
Gd(SiRu)2,1.0
Gd1Mn1.95In1.05S5,0.0
Gd2(MoO4)3,0.0
Gd2(Zn2Ge)3,1.0
Gd2Mn4S7,0.0
Gd2O3,0.0
Gd2S3,0.0
Gd2Se3,0.0
Gd2Zn17,1.0
Gd3(AlNi3)2,1.0
Gd3.04Sc0.96S6,0.0
Gd3Al7Ag2,1.0
Gd3Co11B4,1.0
Gd3ReO7,1.0
Gd3S4,1.0
Gd4GaSbS9,0.0
GdAs,0.0
GdB(SbO4)2,0.0
GdB66,0.0
GdCd2,1.0
GdCd4B3O10,0.0
GdGeRu,1.0
GdInIr,1.0
GdN,0.0
GdNiO3,1.0
GdO2,1.0
GdSb,1.0
GdSbPd,1.0
GdScS3,0.0
GdZnIn,1.0
Ge(Bi3O5)4,0.0
Ge(SeO3)2,0.0
Ge(WO3)6,1.0
Ge0.01Pb0.99Se1,0.0
Ge0.01Te0.01Pb0.99Se0.99,0.0
Ge0.01Te1Pb0.99,0.0
Ge0.02Te0.98Pb0.98S0.02,0.0
Ge0.03Pb0.97Se0.97S0.03,0.0
Ge0.05Pb0.95Se1,0.0
Ge0.05Te0.95Pb0.95S0.05,0.0
Ge0.05Te1Pb0.95,0.0
Ge0.15Pb0.85Se0.85S0.15,0.0
Ge0.15Te0.15Pb0.85Se0.85,0.0
Ge0.15Te1Pb0.85,0.0
Ge0.1Pb0.9Se1,0.0
Ge0.1Te1Pb0.9,0.0
Ge0.25Te1Pb0.75,0.0
Ge0.2Te0.2Pb0.8Se0.8,0.0
Ge0.3Pb0.7Se1,0.0
Ge0.41Te1Pb0.59,0.0
Ge0.4Te1Pb0.6,0.0
Ge2Sb2Te5,0.0
Ge3Ru2,0.0
Ge3Sb,1.0
Ge40Te5.3I8,0.0
Ge5(Te4As)2,1.0
GeAs,0.0
GeAs3,1.0
GeI2,0.0
GeP,0.0
GePbS3,0.0
GePt2,1.0
GeRh,1.0
GeS,0.0
GeS2,0.0
GeSe,0.0
GeSe2,0.0
GeTe2,0.0
H6Pt(I3O10)2,0.0
H7Se2NO6,0.0
HPbI3,1.0
Hf(CoSi)2,1.0
Hf(VGa2)2,1.0
Hf(VH2)2,1.0
Hf2Al3C4,1.0
Hf2Co4P3,1.0
Hf2Fe,1.0
Hf2Ge,1.0
Hf2MnIr,1.0
Hf2ReRh,1.0
Hf2Si,1.0
Hf3P,1.0
Hf3P3Pd4,1.0
Hf3Sb,1.0
Hf3Zn3N,1.0
Hf4Al3,1.0
Hf4Co4Si7,1.0
Hf54Os17,1.0
Hf5CuPb3,1.0
Hf5Pb,1.0
Hf5Sb3,1.0
Hf5Sn3,1.0
Hf5Sn4,1.0
Hf5Te4,1.0
Hf6PbO18,1.0
Hf7P4,1.0
HfAs2,1.0
HfAsRh,1.0
HfB,1.0
HfB4Ir3,1.0
HfC,1.0
HfCo3B2,1.0
HfFe2,1.0
HfGaCo2,1.0
HfHg4(AsCl3)2,0.0
HfHg4(PCl3)2,0.0
HfInCu2,1.0
HfNi5,1.0
HfO2,0.0
HfOs2,1.0
HfPt,1.0
HfS2,0.0
HfS3,0.0
HfSi,1.0
HfSiPt,1.0
HfTc,1.0
HfTiF6,1.0
HfVSi,1.0
HfZnNi2,1.0
Hg2Rh,1.0
Hg2Sb2O7,1.0
Hg3As,1.0
Hg3Bi2(SCl4)2,0.0
Hg3Bi2(TeCl4)2,0.0
Hg3PS3,0.0
Hg3PS4,0.0
Hg3Sb,1.0
Hg5AsS2I3,0.0
HgBr2,0.0
HgBrCl,0.0
HgCl,0.0
HgCl2,0.0
HgI,0.0
HgIrO3,1.0
HgOsPb2,1.0
HgPt,1.0
HgPt3,1.0
HgRhO3,1.0
HgS,0.0
HgSe,0.0
HgTe,0.0
HgTeBr,0.0
HgTeI,0.0
Ho(BC)2,1.0
Ho(BiO3)2,1.0
Ho(CuSe)3,0.0
Ho(CuTe)3,0.0
Ho(InS2)3,0.0
Ho(MnSn)6,1.0
Ho(SbO3)2,1.0
Ho(SiOs)2,1.0
Ho(SiPt)2,1.0
Ho(SiRu)2,1.0
Ho10Si17,1.0
Ho2(MoO4)3,0.0
Ho2Au,1.0
Ho2B4C,1.0
Ho2Co17,1.0
Ho2Ge5Rh3,1.0
Ho2GeS5,0.0
Ho2HfS5,0.0
Ho2O3,0.0
Ho2Pd2Pb,1.0
Ho2S3,0.0
Ho3AlC,1.0
Ho3GaC,1.0
Ho3Ge5,1.0
Ho3Ni19B10,1.0
Ho3P,1.0
Ho3Pd2,1.0
Ho4Ga16Co3,1.0
Ho5(Ge5Rh2)2,1.0
HoAlAu2,1.0
HoAlB14,1.0
HoB2Rh3,1.0
HoB4,1.0
HoC2,1.0
HoCd3,1.0
HoCo3,1.0
HoGe,1.0
HoGeAu,1.0
HoInAu2,1.0
HoMg2,1.0
HoMgZn2,1.0
HoMn12,1.0
HoN,0.0
HoSb2,1.0
HoSi,1.0
HoSiRu2C,1.0
HoTiGe,1.0
HoTiO3,1.0
HoTiSi,1.0
HoTlPd,1.0
HoZnRh,1.0
HoZnRh2,1.0
In(MoSe)3,1.0
In(PS2)2,0.0
In(PSe2)2,0.0
In0.001Te1Pb0.999,0.0
In0.005Te1Pb0.995,0.0
In0.01Ga0.99As1,0.0
In0.01Te1Pb0.99,0.0
In0.07Te1Pb0.93,0.0
In0.1Ga0.9As0.1P0.9,0.0
In0.2Ga0.8As0.2P0.8,0.0
In0.2Ga0.8As0.8P0.2,0.0
In0.3Ga0.7As0.3P0.7,0.0
In0.3Ga0.7As1,0.0
In0.3Ga0.7P1,0.0
In0.4Ga0.6As0.6P0.4,0.0
In0.4Ga0.6P1,0.0
In0.4Ga1.6Cu1S3.5,0.0
In0.5Ga0.5As0.5P0.5,0.0
In0.5Ga0.5As1,0.0
In0.5Ga0.5P1,0.0
In0.72Ga0.28As1,0.0
In0.8Ga0.2As0.2P0.8,0.0
In0.8Ga0.2As0.8P0.2,0.0
In0.99Ga0.01As0.01P0.99,0.0
In0.9Ga0.1As0.9P0.1,0.0
In1.01Cu0.99Se2.01,0.0
In1.05Cu0.95Se2.05,0.0
In1.1Cu0.9Se2.1,0.0
In1.3Cu0.7Se2.3,0.0
In1.65Cu0.35Se2.65,0.0
In1.6Cu0.4Se2.6,0.0
In1.6Ga0.4Cu1S3.5,0.0
In1.7Cu0.3Se2.7,0.0
In1.85Cu0.15Se2.85,0.0
In1.99Cu0.01Se2.99,0.0
In1.9Cu0.1Se2.9,0.0
In11.3Bi14.7S38,0.0
In11Cu9Se20,1.0
In1Ag1.75Sb5.75Se11,0.0
In1Sb0.01As0.99,0.0
In1Sb0.1As0.9,0.0
In1Sb0.2As0.8,0.0
In1Sb0.5As0.5,0.0
In1Sb0.6As0.4,0.0
In1Sb0.7As0.3,0.0
In1Sb0.8As0.2,0.0
In1Sb0.9As0.1,0.0
In2As2Cl2O5,0.0
In2Bi3Se7I,0.0
In2Co,1.0
In2Cu1S3.5,0.0
In2FeSe4,0.0
In2GeTe3,0.0
In2Hg6(P2Cl3)3,0.0
In2HgS4,0.0
In2HgTe4,0.0
In2O3,0.0
In2Pt,1.0
In2S3,0.0
In2Se,0.0
In2Se2O7,0.0
In2Te,0.0
In3AgTe5,0.0
In3Au10,1.0
In3Bi7(Pb2S9)2,1.0
In3CuSe5,0.0
In3CuTe5,0.0
In3Pd5,1.0
In3Sb,1.0
In4As5(BrO4)3,0.0
In4Bi3S10,0.0
In4Cu2Te7,0.0
In4S5,0.0
In4Te3,0.0
In5AgS8,0.0
In5CuS8,0.0
In6S7,0.0
In9AgTe14,0.0
InAg3,1.0
InAgO2,0.0
InAgS2,0.0
InAgSe2,0.0
InAs,0.0
InBi2S4Br,0.0
InBi2Se4Br,0.0
InCuS2,0.0
InCuSe2,0.0
InCuTe2,0.0
InHg7S6Cl5,0.0
InHgW2,1.0
InP,0.0
InPS4,0.0
InPt,1.0
InS,0.0
InSb,0.0
InSb2S4Br,0.0
InSe,0.0
InSiIr,1.0
InSiTe3,1.0
InSn2As2Se,0.0
Ir0.67S2,0.0
IrPb,1.0
IrSe2,0.0
K(CoSe)2,1.0
K(FeAs)2,1.0
K(GeSe2)2,0.0
K(OsO3)2,1.0
K0.8Sn2Hg1.2S8,0.0
K1.83Cd1.83Bi2.17S6,0.0
K10Sn3(PSe3)8,0.0
K10Zn4Ge4S17,0.0
K10Zn4Sn4S17,0.0
K11Mn4O16,1.0
K2.15Sb8.15Pb1.7Se15,0.0
K2AgSnSe4,0.0
K2Al2B2O7,0.0
K2Au(IO3)5,0.0
K2B10H9O,1.0
K2BaNb2S11,0.0
K2Bi8Se13,0.0
K2Cd(PSe3)2,0.0
K2Cd2Te3,0.0
K2Cd3S4,0.0
K2Cd3Se4,0.0
K2Dy2Ti3O10,0.0
K2FeGe3Se8,0.0
K2Gd2Sb2Se9,0.0
K2Gd2Ti3O10,0.0
K2Ge3(BO5)2,0.0
K2Hg3Se1.31S2.69,0.0
K2Hg3Se2.97S1.03,0.0
K2In2P3Se10,0.0
K2In3AgSe6,0.0
K2La2Sb2S9,0.0
K2La2Ti3O10,0.0
K2Mn(SnSe3)2,0.0
K2Mn3S4,1.0
K2MnSnSe4,0.0
K2Mo2Se2O11,0.0
K2NbCuS4,0.0
K2NbCuSe4,0.0
K2NbO6,1.0
K2PAuS4,0.0
K2PdSe10,0.0
K2RuCl6,1.0
K2S,0.0
K2Sb8Se3,0.0
K2Se,0.0
K2Sm2Ti3O10,0.0
K2Sn(AuS2)2,0.0
K2Sn2Hg3S8,0.0
K2Sn3(SbS5)2,0.0
K2Ta15O32,0.0
K2Te,0.0
K2TeI6,0.0
K2Ti(CuS2)2,0.0
K2VAgS4,0.0
K2VCuS4,0.0
K2Zn(SnSe3)2,0.0
K2ZnSn3S8,0.0
K2ZnTe2,0.0
K3B6ClO10,0.0
K3Bi2I9,0.0
K3Cd(BO2)5,0.0
K3Cr2(PS4)3,0.0
K3NaSn3Se8,0.0
K3Nb2AsSe11,0.0
K3Sm(AsS4)2,0.0
K3Sn,1.0
K3Ta2AsSe11,0.0
K3Th2Cu3S7,0.0
K3Ti2P5S18,0.0
K3V,1.0
K4(ZrSe5)3,0.0
K4Ag9(SbS3)4,0.0
K4Al4Si19,0.0
K4C2O3,1.0
K4Ga4Si19,0.0
K4Ge(PSe3)4,0.0
K4Hf3Se14,0.0
K4Nb2S11,0.0
K5In3P6Se19,0.0
K6Cd4Sn3Se13,0.0
K6CdTe4,0.0
K6Ta1.03Nb2.97S25,0.0
K6Yb3(PS4)5,0.0
K8N3O,1.0
K9Bi13S24,0.0
KAg2,1.0
KAg2AsS3,0.0
KAg2PS4,0.0
KAg2SbS3,0.0
KAg2SbS4,0.0
KAgF3,1.0
KAlGeS4,0.0
KAsSe2,0.0
KAu(IO3)4,0.0
KBaB5O9,0.0
KBaSbSe3,0.0
KBiS2,0.0
KBr,0.0
KC60,1.0
KCd4Ga5Se12,0.0
KCeSe4,0.0
KCl,0.0
KCoO2,1.0
KCu2BiS3,0.0
KCu2SbS3,0.0
KCu3S2,0.0
KCu4AsS4,0.0
KCuPO4,1.0
KCuSnS3,0.0
KEuAsS4,0.0
KEuS2,1.0
KFe2BiO5,0.0
KFeCuTe2,0.0
KGaSnSe4,0.0
KH3(SeO3)2,0.0
KHg,1.0
KHg11,1.0
KHg2,1.0
KIO3,0.0
KIn(TeO3)2,0.0
KInGeS4,0.0
KInS2,0.0
KInSnS4,0.0
KLi(WO3)3,1.0
KLiCO3,0.0
KLu,1.0
KNa2Sb,0.0
KNb2O5,1.0
KNb2Se,1.0
KNb3(TeO6)2,0.0
KNbSe2O7,0.0
KPAu5S8,0.0
KPPbO4,0.0
KPSe3,0.0
KPSe6,0.0
KSb,0.0
KSbSe2,0.0
KSc(SeO3)2,0.0
KScO3,1.0
KSi2P3,0.0
KSm2CuS4,0.0
KSnAuS3,0.0
KTa3(TeO6)2,0.0
KTa3CuO9,1.0
KTaO3,0.0
KThCuS3,0.0
KTi2F7,0.0
KTi5Se8,1.0
KTiPO5,0.0
KTm,1.0
KUClO3,0.0
KV2I3O13,0.0
KV4Ag11O16,0.0
KV6O11,1.0
KY(TeO3)2,0.0
KYb2F7,1.0
KYbSe2,1.0
KZn4(BO3)3,0.0
KZrPSe6,0.0
La(FeAs3)4,1.0
La(In2Au)2,1.0
La(Ni2B)6,1.0
La(PRu)2,1.0
La(SiOs)2,1.0
La(SiRu)2,1.0
La1.86Tb1.14Ga1.67S7,0.0
La10Mn9O30,1.0
La10Se14O,0.0
La16Mn15O48,1.0
La1Se0.14S1.86,0.0
La2.1Bi5.9Pb2S14,0.0
La20Cu9O40,1.0
La20Mo12Cl4O63,0.0
La2CuO4,1.0
La2Fe2I,1.0
La2Ga0.33Sb1S5,0.0
La2Ga2GeS8,0.0
La2Ge2Se7,0.0
La2GeSe5,0.0
La2HfS5,0.0
La2MnNiO6,0.0
La2MoO5,0.0
La2Nb2N2O5,1.0
La2O3,0.0
La2PC,1.0
La2PI2,1.0
La2PdO4,1.0
La2Pr2O7,1.0
La2S3,0.0
La2Se3,0.0
La2Si5Rh3,1.0
La2Sn5Rh3,1.0
La2TiCoO6,0.0
La2YbCuS5,0.0
La2Zn(SeO)2,0.0
La3(ReO5)2,1.0
La3AlN,1.0
La3Ga1Ge0.5S7,0.0
La3GaCuSe7,0.0
La3Ge3Br2,1.0
La3LuSe6,0.0
La3Mg0.5Sn1S14,0.0
La3NiBr3,1.0
La3Si1Sb0.33S7,0.0
La3ZrSb5,1.0
La4Cd4In2S13,0.0
La4Co3O10,1.0
La4Fe(SbS5)2,0.0
La4Fe(SbSe5)2,0.0
La4In5S13,1.0
La4InSbSe9,0.0
La5Cu6.33S7O4,0.0
La5In3(S3O)3,0.0
La5SmS8,1.0
La5YbS8,1.0
La8Mn7O24,1.0
La8Sb2S15,0.0
LaAl12O19,1.0
LaAl4,1.0
LaAl4Co,1.0
LaBPt3,1.0
LaCd2,1.0
LaCdAg2,1.0
LaCdAu,1.0
LaCu6,1.0
LaCuSO,0.0
LaCuTeO,0.0
LaF3,0.0
LaGa3Pd2,1.0
LaGaO3,0.0
LaGaS3,0.0
LaGeI,1.0
LaH2,1.0
LaHg,1.0
LaIn,1.0
LaIn2Ir,1.0
LaIn5Ir,1.0
LaInS2O,0.0
LaMg(FeO3)2,1.0
LaMg3,1.0
LaNbN2O,0.0
LaP,0.0
LaPd3S4,1.0
LaReB,1.0
LaScSi,1.0
LaSi,1.0
LaSi2,0.0
LaSn3Ru,1.0
LaTaN2O,0.0
LaV,1.0
LaVI5O16,0.0
LaYbZn2,1.0
LaZnAsO,0.0
Li(CuO)3,1.0
Li0.33Ag1Sn0.67O2,0.0
Li0.33Ti0.67Ag1O2,0.0
Li0.5Ge1Pb1.75S4,0.0
Li11Mn13O32,1.0
Li13Nb14ZnO42,1.0
Li13Ti22O48,1.0
Li14Ti21O48,1.0
Li15(FeO4)4,1.0
Li15Mn2O12,1.0
Li17Ti20O40,1.0
Li2(FeO2)5,1.0
Li2(LuGe)3,1.0
Li2(NiO2)3,1.0
Li23(MnAs)20,1.0
Li2B4O7,0.0
Li2CdGe,0.0
Li2CdGeS4,0.0
Li2CdSnS4,0.0
Li2Co4O7F,1.0
Li2Cu2S3,1.0
Li2CuF6,1.0
Li2DyIn,1.0
Li2EuSn,1.0
Li2Fe2(PO4)3,1.0
Li2Fe3NiO8,1.0
Li2Fe3SnO8,1.0
Li2FeGeS4,0.0
Li2FeSnS4,0.0
Li2Ga,1.0
Li2GaPd,1.0
Li2HgGe,0.0
Li2HgGeS4,0.0
Li2In2GeS6,0.0
Li2In2GeSe6,0.0
Li2In2SiSe6,0.0
Li2LaTl,1.0
Li2MgHg,1.0
Li2MgIn,1.0
Li2MnCo3O8,1.0
Li2MnCu3O8,1.0
Li2MnGeS4,0.0
Li2Mo2Se2O11,0.0
Li2NdSb2,1.0
Li2Ni2SbO6,1.0
Li2Ni3TeO8,1.0
Li2Ni5(PO4)4,1.0
Li2PmAl,1.0
Li2PrIn,1.0
Li2PrP2,1.0
Li2PtO3,0.0
Li2Sn5,1.0
Li2SnHgS4,0.0
Li2TeMoO6,0.0
Li2Ti3FeO8,1.0
Li2U(MoO5)2,1.0
Li2V2F7,1.0
Li2V3FeO8,1.0
Li2ZnGe,0.0
Li2ZnGeSe4,0.0
Li2ZnSnS4,0.0
Li2ZnSnSe4,0.0
Li3AlP2,0.0
Li3AlTe4O11,0.0
Li3Bi,0.0
Li3C,1.0
Li3Co(NiO2)4,1.0
Li3Co2(GeO4)3,1.0
Li3Co3SbO8,1.0
Li3Co4TeO8,1.0
Li3Cr(NiO2)4,1.0
Li3Cr3(CuO6)2,1.0
Li3CrCo3O8,1.0
Li3CrO4,1.0
Li3Cu4NiO8,1.0
Li3Dy,1.0
Li3Fe(CoO2)4,1.0
Li3Fe(SbO3)4,1.0
Li3Fe2SbO6,1.0
Li3FeNi3O8,1.0
Li3FeTe4O11,0.0
Li3GaTe4O11,0.0
Li3Mn(CuO3)2,1.0
Li3Mn(NiO3)2,1.0
Li3Mn2CuO6,1.0
Li3Mn3NiO8,1.0
Li3Mn4(PO4)6,1.0
Li3Mn4O8,1.0
Li3Mo2P5O18,1.0
Li3Ni(SbO3)4,1.0
Li3Ni2(GeO4)3,1.0
Li3Ni3(PO4)4,1.0
Li3PS4,0.0
Li3ScN2,0.0
Li3Si3Ag2,1.0
Li3Ti2(PO4)3,1.0
Li3Ti3(PO4)4,1.0
Li3V12O29,1.0
Li3V4FeO12,1.0
Li3V4NiO12,1.0
Li3VOF5,1.0
Li4.5Al0.5Te1O6,0.0
Li4.5Fe0.5Te1O6,0.0
Li4.5Ga0.5Te1O6,0.0
Li4Co5SbO12,1.0
Li4Fe2Cu3O10,1.0
Li4Fe7(OF7)2,1.0
Li4MgNi3O8,1.0
Li4Mn(WO4)3,1.0
Li4Mn3Cr3O12,1.0
Li4Mn5Cu3O16,1.0
Li4Mn5Nb3O16,1.0
Li4Mn5NbO12,1.0
Li4Mn5Ni3O16,1.0
Li4Ni2(PO4)3,1.0
Li4Ni3BiO8,1.0
Li4Ti5Cr3O16,1.0
Li4VF7,1.0
Li4WO5,1.0
Li5Co2Ni3O10,1.0
Li5Co2O2F5,1.0
Li5Cr2Ni5O12,1.0
Li5Fe6(BO3)6,1.0
Li5La3Nb14O42,1.0
Li5Mn2Cu5O12,1.0
Li5Mn3(FeO5)2,1.0
Li5Mn5(SbO6)2,1.0
Li5Mn6(BO3)6,1.0
Li6(NiO2)5,1.0
Li6Fe3Co7O20,1.0
Li6Fe9CoO20,1.0
Li6FeNi9O20,1.0
Li6FeO5F,1.0
Li6FeO6,1.0
Li6Mn5CoO12,1.0
Li6Mn5FeO12,1.0
Li7(Mo3S4)4,1.0
Li7(NiO2)11,1.0
Li7Ca8Nb12O40,1.0
Li7Ti16O32,1.0
Li7Ti5O12,1.0
Li7Ti7O16,1.0
Li8BiS6,1.0
Li8GeN4,0.0
Li8IrO6,1.0
Li8PO3,1.0
Li8PrO6,1.0
Li8TiNi7O16,1.0
Li9Fe3(WO4)7,1.0
Li9Ga13(Te7O22)3,0.0
LiAgF3,1.0
LiAl2Rh,1.0
LiAl2Tc,1.0
LiAl3,1.0
LiAlRh2,1.0
LiAsS2,0.0
LiAsSe2,0.0
LiB3,0.0
LiB3O5,0.0
LiBePt2,1.0
LiBi2(PO4)3,1.0
LiBi3(ClO2)2,0.0
LiBiS2,0.0
LiBr,0.0
LiCa2Ga,1.0
LiCa2Ge3,1.0
LiCa2Mg,1.0
LiCa3As2H,0.0
LiCaO3,1.0
LiCd2Rh,1.0
LiCo7O7F,1.0
LiCoS2,1.0
LiCu2(CO3)2,1.0
LiCu2Ge,1.0
LiCu3F7,1.0
LiCuO2,1.0
LiF,0.0
LiFe2(PO4)3,1.0
LiFe2(SiO4)2,1.0
LiGa(GeSe3)2,0.0
LiGaAg2,1.0
LiGaAu2,1.0
LiGaPt2,1.0
LiGaTe2,0.0
LiGd5P2O13,0.0
LiGeRh2,1.0
LiH3(SeO3)2,0.0
LiHf2Ir,1.0
LiHfPd2,1.0
LiHg2Pd,1.0
LiHoAu2,1.0
LiHoO3,1.0
LiI,0.0
LiIO3,0.0
LiIn2Rh,1.0
LiInAg2,1.0
LiInS2,0.0
LiInSnS4,0.0
LiLa2IrO6,1.0
LiLu2Ga,1.0
LiLu2Pd,1.0
LiLu2Ru,1.0
LiLu2Tc,1.0
LiMgAs,0.0
LiMgBi,0.0
LiMgN,0.0
LiMgSnPd,1.0
LiMn(PO4)2,1.0
LiMn9Se10,1.0
LiMnCoO4,1.0
LiMnO2,1.0
LiMo3O8,1.0
LiMoIO6,0.0
LiNbO3,0.0
LiNi2(PO4)3,1.0
LiNiP2O7,1.0
LiPm2Al,1.0
LiPm2Ga,1.0
LiPm2Si,1.0
LiPr2Ru,1.0
LiSb3PbS6,0.0
LiSbSe2,0.0
LiScHg2,1.0
LiSiB6,0.0
LiSiPd2,1.0
LiSm3SiS7,0.0
LiSn4Ir,1.0
LiSnAu,1.0
LiTa3(BiO3)4,0.0
LiTaO3,0.0
LiTaRh2,1.0
LiThAu2,1.0
LiTi11O20,1.0
LiTi3O6,1.0
LiTiSiO4,1.0
LiTlPd2,1.0
LiTm2Rh,1.0
LiTm2Ru,1.0
LiY(CuP)2,1.0
LiY2Ru,1.0
LiYbF4,1.0
LiYbPb,1.0
LiZn(Fe5O8)2,1.0
LiZnBO3,0.0
LiZr2Os,1.0
LiZrRh2,1.0
Lu(InS2)3,0.0
Lu(SiOs)2,1.0
Lu2AgAu,1.0
Lu2CdAg,1.0
Lu2InHg,1.0
Lu2MgHg,1.0
Lu2Mn12P7,1.0
Lu2O3,0.0
Lu2TlCu3Se5,0.0
Lu3BC3,1.0
Lu3Ga,1.0
Lu3TlC,1.0
Lu4C7,1.0
Lu7(NiTe)2,1.0
Lu7(TePd)2,1.0
LuAg2,1.0
LuAu,1.0
LuC2,1.0
LuCd4B3O10,0.0
LuGaRh2,1.0
LuIr2,1.0
LuMnSi,1.0
LuNiBC,1.0
LuPt3,1.0
LuScRh2,1.0
LuScRu2,1.0
LuScZn2,1.0
LuSi2Ni,1.0
LuSiIr,1.0
LuU2S3O2,1.0
LuUO3,1.0
Mg(CoS2)2,1.0
Mg(FeO2)4,1.0
Mg(FeS2)2,1.0
Mg(SnO2)4,1.0
Mg(TiS2)4,1.0
Mg10B16Ir19,1.0
Mg17Al11Pd,1.0
Mg23Al30,1.0
Mg2AgIr,1.0
Mg2CrN2,1.0
Mg2Cu,1.0
Mg2CuWO6,1.0
Mg2Ga,1.0
Mg2Ge,0.0
Mg2GeB2Rh5,1.0
Mg2GeSe4,0.0
Mg2Pb,0.0
Mg2PdAu,1.0
Mg2RhAu,1.0
Mg2Si,0.0
Mg2SiPt,1.0
Mg2Sn,0.0
Mg2TiIrO6,1.0
Mg2V9O13,1.0
Mg2Zr14O5,1.0
Mg3(B25C4)2,0.0
Mg3(MnAl9)2,1.0
Mg3(Ni10P3)2,1.0
Mg32Al36Ag13,1.0
